TextDate,Summary,MarketName,Period,ProfitAndLoss,Transaction type,Reference,Open level,Close level,Size,Currency,PL Amount,Cash transaction,DateUtc,OpenDateUtc,CurrencyIsoCode
27/09/23,Dividend,Fortescue Ltd DIVIDEND 627@0.89,-,A$558.03,DEPO,6888888,-,0,-,A$,558.03,false,2023-09-27T00:00:33,2023-09-27T00:00:33,AUD
